,Region,Year,Gender,Death Rate,Cause of Death,Population,Total Deaths,Life Expectancy,Age Range
2961,Tamil Nadu,2003,Female,6.68,Resp,62740702,418825,75,51-65
2962,Andhra Pradesh,2005,Female,5.9,Infect,48239443,284395,70,0-18
2963,Maharashtra,2005,Female,5.91,Cancer,54664942,323099,70.4,0-18
2964,Karnataka,2015,Male,5,Cardio,70823434,354117,75.4,66+
2965,Uttar Pradesh,2006,Female,8.43,Cardio,173954012,1466889,65.4,0-18
2966,West Bengal,2000,Female,8.79,Resp,90000000,791041,65.6,66+
2967,Maharashtra,2003,Male,6.06,Infect,52748891,319860,70.8,0-18
2968,Uttar Pradesh,2011,Female,7.06,Cardio,196812998,1388717,67.5,19-35
2969,West Bengal,2006,Female,6.21,Cardio,98993061,614595,70.2,36-50
2970,Kerala,2001,Male,5.22,Cancer,35420000,184771,77.2,66+
2971,Andhra Pradesh,2003,Female,6.62,Infect,46916583,310775,70.8,0-18
2972,Maharashtra,2007,Male,5.95,Accident,56650591,337075,72.8,19-35
2973,Andhra Pradesh,2008,Female,5.52,Accident,50293997,277460,71.6,19-35
2974,Bihar,2012,Male,7.8,Infect,103872536,810678,66.4,19-35
2975,Rajasthan,2009,Male,6.45,Diabetes,76998278,496336,67.6,19-35
2976,Bihar,2012,Female,8.85,Cardio,103872536,918802,66.8,66+
2977,Tamil Nadu,2000,Female,6.15,Cardio,60000000,369289,72.2,51-65
2978,Uttar Pradesh,2005,Male,8.21,Infect,169711231,1393843,64.8,51-65
2979,Maharashtra,2007,Male,5.17,Infect,56650591,293078,71.7,36-50
2980,Bihar,2003,Female,9.95,Accident,85397011,849629,62.7,66+
2981,Rajasthan,2006,Male,7.63,Infect,72771019,555160,67.1,19-35
2982,Karnataka,2013,Male,5,Diabetes,68475478,342377,74.3,66+
2983,Andhra Pradesh,2009,Male,6.04,Accident,50998113,307824,71.6,36-50
2984,Rajasthan,2013,Female,6.66,Infect,83019047,552530,69.9,36-50
2985,Maharashtra,2008,Male,5.86,Cardio,57670302,338166,73,19-35
2986,Rajasthan,2009,Male,6.66,Resp,76998278,512599,70.6,36-50
2987,Rajasthan,2007,Male,6.73,Cancer,74153669,498754,68,66+
2988,Gujarat,2014,Female,5.18,Cardio,92363513,478383,73.9,19-35
2989,Andhra Pradesh,2012,Male,5,Cancer,53170160,265850,74.1,0-18
2990,Maharashtra,2006,Female,6.95,Cardio,55648911,386899,71.2,51-65
2991,Gujarat,2000,Female,8.69,Infect,70000000,608013,69.3,36-50
2992,Uttar Pradesh,2009,Male,7.86,Accident,187329445,1471625,67.3,0-18
2993,Tamil Nadu,2000,Female,6.96,Infect,60000000,417476,73.6,36-50
2994,Karnataka,2007,Female,5.69,Diabetes,61888414,352288,71.6,19-35
2995,Bihar,2007,Male,8.78,Cardio,93163599,817522,65,0-18
2996,Gujarat,2007,Male,6.71,Accident,80407996,539228,70.3,51-65
2997,Karnataka,2011,Female,5,Infect,66205363,331026,74.1,36-50
2998,Uttar Pradesh,2014,Male,7,Infect,211946073,1482789,69.1,66+
2999,Karnataka,2003,Male,5.77,Accident,57852955,333723,71.4,51-65
3000,Maharashtra,2010,Male,5,Accident,59765118,298825,73.8,0-18
3001,Rajasthan,2015,Male,5.1,Cardio,86203741,439739,71.9,51-65
3002,Karnataka,2001,Male,6.57,Diabetes,55934999,367526,73.7,0-18
3003,Karnataka,2003,Female,6.4,Cardio,57852955,370430,71.6,0-18
3004,Andhra Pradesh,2003,Male,6.88,Accident,46916583,322966,71,66+
3005,West Bengal,2012,Female,5.02,Cancer,108884736,546872,71.9,0-18
3006,West Bengal,2009,Female,6.02,Resp,103821160,625181,68.4,19-35
3007,Karnataka,2000,Female,7.47,Infect,55000000,410707,70,66+
3008,Tamil Nadu,2000,Male,6.09,Accident,60000000,365418,73.3,51-65
3009,Gujarat,2014,Male,5,Cardio,92363513,461817,72.1,51-65
3010,Maharashtra,2001,Female,6.01,Accident,50900000,306061,69.6,19-35
3011,Maharashtra,2010,Male,5.16,Infect,59765118,308447,73.6,19-35
3012,Bihar,2015,Male,6.64,Resp,110880052,736437,65.7,66+
3013,Tamil Nadu,2012,Male,5,Accident,71737090,358685,78.4,51-65
3014,Bihar,2000,Male,10.25,Accident,80000000,819754,61,19-35
3015,West Bengal,2011,Male,5.9,Cancer,107170016,632191,70.5,0-18
3016,Andhra Pradesh,2011,Female,5,Accident,52436056,262180,72,36-50
3017,Rajasthan,2003,Male,8.28,Cardio,68775840,569468,64.7,36-50
3018,Uttar Pradesh,2004,Female,8.7,Cardio,165571933,1440571,66.9,51-65
3019,Tamil Nadu,2002,Male,6.27,Diabetes,61813499,387708,75.8,0-18
3020,Kerala,2006,Female,5,Infect,37596820,187984,77.9,36-50
3021,Uttar Pradesh,2004,Female,7.97,Cardio,165571933,1319650,66,19-35
3022,Andhra Pradesh,2012,Male,5,Stroke,53170160,265850,74.1,36-50
3023,Uttar Pradesh,2006,Male,8.34,Cancer,173954012,1450695,66.5,36-50
3024,Karnataka,2013,Female,5,Cancer,68475478,342377,74.4,51-65
3025,Uttar Pradesh,2007,Female,7.41,Resp,178302863,1321959,66.6,0-18
3026,West Bengal,2002,Female,7.08,Accident,92903040,657366,67.4,0-18
3027,Tamil Nadu,2009,Female,5,Infect,68603398,343016,76.5,19-35
3028,Tamil Nadu,2011,Male,5,Accident,70676936,353384,77.5,51-65
3029,Gujarat,2013,Male,5.81,Accident,90552464,526484,72.8,36-50
3030,Karnataka,2005,Male,5.14,Diabetes,59836675,307469,72.8,36-50
3031,Rajasthan,2009,Male,6.68,Stroke,76998278,514048,69.3,0-18
3032,Tamil Nadu,2006,Female,5.26,Diabetes,65606595,344878,75.2,51-65
3033,Karnataka,2011,Female,5.67,Resp,66205363,375517,74.7,0-18
3034,West Bengal,2012,Female,5,Infect,108884736,544423,70.6,19-35
3035,Gujarat,2015,Female,5,Resp,94210783,471053,72,0-18
3036,Tamil Nadu,2011,Male,5,Diabetes,70676936,353384,78.3,36-50
3037,Tamil Nadu,2005,Female,6.86,Diabetes,64637040,443311,73.6,51-65
3038,Bihar,2000,Female,10.87,Infect,80000000,869564,62.4,36-50
3039,Karnataka,2004,Male,6,Accident,58836455,352993,73.5,36-50
3040,Kerala,2012,Female,5,Stroke,40386311,201931,80,19-35
3041,Bihar,2013,Male,8.58,Cardio,106157732,910904,67.1,19-35
3042,Andhra Pradesh,2011,Male,5,Stroke,52436056,262180,71.9,0-18
3043,Karnataka,2014,Male,5,Cardio,69639561,348197,74.2,19-35
3044,Rajasthan,2000,Male,8.04,Diabetes,65000000,522618,64.2,36-50
3045,Rajasthan,2010,Female,6.75,Resp,78461245,529323,69.5,51-65
3046,Karnataka,2012,Male,5,Cardio,67330854,336654,75.2,36-50
3047,West Bengal,2000,Male,7.06,Cardio,90000000,635405,68.3,19-35
3048,Tamil Nadu,2001,Female,6.9,Infect,60899999,420141,74.7,51-65
3049,Andhra Pradesh,2010,Female,5.1,Infect,51712086,263533,73.2,19-35
3050,Tamil Nadu,2002,Male,5.41,Infect,61813499,334560,75.5,0-18
3051,Andhra Pradesh,2012,Female,5.13,Cardio,53170160,272674,73.8,19-35
3052,Rajasthan,2005,Male,7.4,Cardio,71414150,528520,66.4,19-35
3053,Bihar,2012,Female,8.1,Cardio,103872536,840993,66.2,51-65
3054,Uttar Pradesh,2007,Female,8.32,Accident,178302863,1482857,64.7,19-35
3055,Maharashtra,2004,Male,6.64,Accident,53698371,356580,71.9,51-65
3056,Rajasthan,2001,Female,8.8,Cardio,66234999,582733,66.5,19-35
3057,West Bengal,2011,Male,5.55,Cardio,107170016,595114,70.3,66+
3058,Tamil Nadu,2000,Female,5.3,Cardio,60000000,317764,74.2,19-35
3059,Karnataka,2000,Female,6.91,Resp,55000000,379775,71,51-65
3060,Tamil Nadu,2001,Male,6.35,Accident,60899999,386497,74.5,0-18
3061,Maharashtra,2002,Male,6.61,Cardio,51816200,342449,70.9,51-65
3062,West Bengal,2000,Female,7.92,Cancer,90000000,713003,66.3,0-18
3063,Rajasthan,2012,Male,5.98,Cancer,81471097,487053,68,36-50
3064,Maharashtra,2007,Female,5.6,Accident,56650591,317269,72.7,36-50
3065,Tamil Nadu,2001,Male,6.56,Resp,60899999,399468,74.5,19-35
3066,Karnataka,2011,Male,5,Resp,66205363,331026,74.8,51-65
3067,Rajasthan,2009,Female,6.39,Infect,76998278,491974,66.8,36-50
3068,Kerala,2008,Male,5,Cardio,38504558,192522,78.8,51-65
3069,Andhra Pradesh,2007,Male,5.1,Infect,49599602,252794,71.7,36-50
3070,Tamil Nadu,2007,Male,5,Cardio,66590694,332953,74.7,0-18
3071,Maharashtra,2002,Male,7.16,Infect,51816200,371125,72.4,19-35
3072,Bihar,2006,Female,9.97,Resp,91158120,909168,64.7,19-35
3073,Tamil Nadu,2009,Male,5,Accident,68603398,343016,77.3,51-65
3074,Karnataka,2006,Female,5.6,Diabetes,60853898,341047,71.9,66+
3075,Karnataka,2008,Male,5.88,Cancer,62940518,370333,72,51-65
3076,Tamil Nadu,2015,Male,5,Cancer,75013923,375069,77.2,19-35
3077,Uttar Pradesh,2008,Female,7.47,Diabetes,182760434,1364898,64.7,51-65
3078,Kerala,2014,Female,5,Cardio,41361398,206806,80,0-18
3079,Gujarat,2009,Female,6.29,Resp,83656479,525824,70.8,0-18
3080,Andhra Pradesh,2001,Male,6.1,Cardio,45630000,278502,69.9,19-35
3081,Andhra Pradesh,2015,Male,5,Cardio,55434717,277173,74.8,51-65
3082,Tamil Nadu,2002,Female,6.17,Resp,61813499,381535,74.1,19-35
3083,Maharashtra,2004,Male,6.14,Infect,53698371,329532,71.5,66+
3084,Rajasthan,2002,Female,8.16,Cardio,67493464,550975,67.4,19-35
3085,West Bengal,2009,Male,5.82,Accident,103821160,603906,69.2,0-18
3086,Kerala,2002,Male,5.3,Stroke,35845040,189964,78.5,51-65
3087,Bihar,2005,Female,9.74,Resp,89195812,868610,64,66+
3088,Rajasthan,2009,Female,7.06,Cardio,76998278,543703,68.4,0-18
3089,Rajasthan,2009,Female,6.91,Cardio,76998278,532095,68.7,36-50
3090,Tamil Nadu,2005,Female,5.05,Cardio,64637040,326161,74.7,36-50
3091,Andhra Pradesh,2011,Female,5.73,Resp,52436056,300399,73.2,51-65
3092,Rajasthan,2013,Male,5.41,Stroke,83019047,449348,71.1,0-18
3093,Karnataka,2011,Female,5,Accident,66205363,331026,72.3,0-18
3094,Karnataka,2001,Female,7.72,Accident,55934999,431760,71.7,36-50
3095,Maharashtra,2012,Female,5.22,Cancer,61936026,323610,75.2,19-35
3096,Karnataka,2001,Female,6.44,Cardio,55934999,360346,71.8,19-35
3097,Karnataka,2009,Female,5.27,Cardio,64010506,337278,75.2,51-65
3098,Bihar,2014,Female,8.28,Cardio,108493202,897850,65.2,19-35
3099,Rajasthan,2005,Male,6.36,Accident,71414150,453949,66.2,66+
3100,Kerala,2013,Female,5,Infect,40870947,204354,80,19-35
3101,Karnataka,2001,Female,7.25,Cancer,55934999,405338,71.5,19-35
3102,Tamil Nadu,2007,Female,5.02,Resp,66590694,334144,74.2,0-18
3103,Rajasthan,2012,Female,5.65,Infect,81471097,460546,71,19-35
3104,Rajasthan,2009,Male,6.81,Accident,76998278,524398,69.6,36-50
3105,Gujarat,2013,Male,5.7,Stroke,90552464,516210,70.8,19-35
3106,Gujarat,2007,Female,6.55,Accident,80407996,526527,69.9,0-18
3107,Maharashtra,2000,Female,7.65,Cancer,50000000,382368,70,36-50
3108,Bihar,2014,Male,7.95,Cancer,108493202,862351,65.7,19-35
3109,Andhra Pradesh,2011,Male,5.2,Cardio,52436056,272828,71.8,36-50
3110,Bihar,2005,Male,8.66,Accident,89195812,772662,64.3,36-50
3111,Rajasthan,2006,Male,7.43,Cardio,72771019,540731,70.2,36-50
3112,Tamil Nadu,2014,Female,5,Cardio,73905343,369526,76.8,19-35
3113,Gujarat,2015,Female,5.09,Accident,94210783,479961,72.4,51-65
3114,West Bengal,2011,Male,5.47,Cancer,107170016,585943,67,36-50
3115,Bihar,2004,Female,9.26,Resp,87275746,807951,63.8,36-50
3116,Karnataka,2014,Male,5,Accident,69639561,348197,74.9,0-18
3117,Andhra Pradesh,2013,Female,5.58,Cardio,53914543,301106,74.2,19-35
3118,Kerala,2001,Female,5,Diabetes,35420000,177100,76,36-50
3119,Gujarat,2006,Male,6.42,Cardio,78831369,506445,68,19-35
3120,Andhra Pradesh,2007,Female,5.9,Infect,49599602,292746,69.7,36-50
3121,Kerala,2002,Male,5,Infect,35845040,179225,77.9,36-50
3122,Gujarat,2003,Female,6.95,Resp,74284560,516025,69.2,19-35
3123,Andhra Pradesh,2005,Female,6.77,Cardio,48239443,326693,72.2,36-50
3124,Bihar,2010,Male,10.06,Resp,99448662,1000802,64.6,19-35
3125,Tamil Nadu,2001,Female,6.06,Cardio,60899999,368818,74.3,51-65
3126,West Bengal,2007,Male,6.58,Accident,100576950,661806,67.3,51-65
3127,Bihar,2014,Male,8.68,Infect,108493202,941386,64.8,19-35
3128,West Bengal,2011,Female,6.61,Diabetes,107170016,707906,69.9,36-50
3129,Karnataka,2013,Male,5,Cardio,68475478,342377,74.5,36-50
3130,Karnataka,2013,Male,5,Cardio,68475478,342377,73.3,0-18
3131,Rajasthan,2002,Female,8.35,Infect,67493464,563716,67,36-50
3132,Uttar Pradesh,2000,Male,10.13,Diabetes,150000000,1520030,63.3,66+
3133,Rajasthan,2010,Male,6.29,Diabetes,78461245,493613,68.1,19-35
3134,West Bengal,2011,Female,5,Cancer,107170016,535850,72,0-18
3135,Karnataka,2012,Male,5,Accident,67330854,336654,72.5,51-65
3136,Kerala,2014,Female,5,Stroke,41361398,206806,79.3,0-18
3137,West Bengal,2001,Female,7.23,Diabetes,91440000,661411,67.3,19-35
3138,Bihar,2001,Female,10.55,Cardio,81760000,862207,62.5,36-50
3139,Uttar Pradesh,2014,Male,6.61,Cancer,211946073,1401125,68.4,36-50
3140,Tamil Nadu,2001,Female,6.31,Infect,60899999,383976,73.2,51-65
3141,Bihar,2005,Male,9.73,Diabetes,89195812,867973,62.7,0-18
3142,Bihar,2015,Female,7.62,Stroke,110880052,844945,66.3,19-35
3143,Uttar Pradesh,2003,Female,8.7,Infect,161533593,1404888,64.5,19-35
3144,Andhra Pradesh,2009,Male,5.37,Infect,50998113,273867,72,51-65
3145,Andhra Pradesh,2015,Female,5,Diabetes,55434717,277173,73.9,51-65
3146,Kerala,2000,Female,5.68,Resp,35000000,198734,77.1,19-35
3147,Bihar,2015,Male,7.28,Infect,110880052,806891,67.2,19-35
3148,Uttar Pradesh,2015,Female,7.29,Infect,217244724,1582968,70,66+
3149,Maharashtra,2000,Female,7.48,Cancer,50000000,374014,69.1,36-50
3150,Gujarat,2005,Female,7.11,Infect,77285656,549300,69.1,0-18
3151,Karnataka,2011,Male,5.2,Diabetes,66205363,344240,73.9,19-35
3152,Karnataka,2010,Male,5,Cardio,65098685,325493,73.1,51-65
3153,Kerala,2014,Female,5,Diabetes,41361398,206806,80,19-35
3154,Gujarat,2007,Male,7.35,Infect,80407996,591382,70.5,66+
3155,Rajasthan,2000,Male,8.19,Stroke,65000000,532344,66,0-18
3156,Uttar Pradesh,2003,Male,8.78,Resp,161533593,1419065,67,19-35
3157,Maharashtra,2005,Male,5.81,Stroke,54664942,317577,72.2,36-50
3158,Bihar,2006,Male,9.74,Infect,91158120,887439,64.2,19-35
3159,Uttar Pradesh,2000,Male,9.61,Diabetes,150000000,1441964,64.1,66+
3160,Bihar,2015,Female,8.16,Infect,110880052,904802,65.3,36-50
3161,Gujarat,2001,Female,7.06,Resp,71400000,504218,68.7,19-35
3162,Tamil Nadu,2007,Male,5,Resp,66590694,332953,77.1,51-65
3163,Uttar Pradesh,2008,Female,7.74,Cardio,182760434,1413794,67.1,19-35
3164,Rajasthan,2003,Male,8.68,Cardio,68775840,597270,66.4,36-50
3165,Bihar,2008,Female,8.85,Resp,95213198,842798,66.3,66+
3166,Uttar Pradesh,2014,Female,6.63,Infect,211946073,1404858,68.6,0-18
3167,Karnataka,2000,Male,6.43,Diabetes,55000000,353778,70.7,36-50
3168,Bihar,2007,Male,9.73,Infect,93163599,906891,63,36-50
3169,Maharashtra,2004,Male,6.23,Diabetes,53698371,334564,69.1,51-65
3170,Rajasthan,2009,Male,6.79,Cancer,76998278,522666,68,36-50
3171,Bihar,2014,Female,7.45,Diabetes,108493202,807740,65.2,36-50
3172,Uttar Pradesh,2009,Male,8.32,Cancer,187329445,1558664,67,51-65
3173,Karnataka,2007,Male,5.26,Infect,61888414,325306,73,51-65
3174,West Bengal,2010,Male,6.86,Infect,105482299,723377,71.1,36-50
3175,Maharashtra,2006,Female,5.86,Resp,55648911,326066,71.7,36-50
3176,Kerala,2005,Female,5,Stroke,37151008,185755,78.5,66+
3177,Rajasthan,2006,Male,7.29,Cancer,72771019,530190,66.5,51-65
3178,Tamil Nadu,2013,Female,5,Infect,72813146,364065,77.6,36-50
3179,Andhra Pradesh,2015,Female,5,Cardio,55434717,277173,73.5,19-35
3180,West Bengal,2005,Male,6.2,Resp,97434115,603719,70.1,19-35
3181,Uttar Pradesh,2012,Female,7.34,Cardio,201733323,1480456,66.3,36-50
3182,Maharashtra,2014,Female,5.21,Cancer,64185790,334526,75.9,0-18
3183,West Bengal,2014,Male,5.1,Stroke,112396922,573276,71.7,0-18
3184,Uttar Pradesh,2015,Female,5.92,Infect,217244724,1286788,68.6,19-35
3185,Karnataka,2006,Male,6.49,Cardio,60853898,395006,74,36-50
3186,Uttar Pradesh,2013,Male,6.82,Infect,206776656,1411214,67.3,0-18
3187,Bihar,2006,Female,9.19,Accident,91158120,837649,64.6,36-50
3188,Bihar,2006,Female,10.1,Resp,91158120,921052,63.3,19-35
3189,Uttar Pradesh,2006,Female,8.47,Cardio,173954012,1472542,66.8,51-65
3190,West Bengal,2003,Male,7.43,Resp,94389488,701263,67.5,36-50
3191,Karnataka,2014,Female,5,Cardio,69639561,348197,76.1,51-65
3192,Tamil Nadu,2005,Male,5,Infect,64637040,323185,74.5,51-65
3193,Gujarat,2006,Female,6.56,Diabetes,78831369,516961,69,19-35
3194,Gujarat,2004,Male,6.69,Infect,75770251,507018,68.5,66+
3195,Andhra Pradesh,2003,Female,6.65,Cardio,46916583,311808,73.6,36-50
3196,Kerala,2005,Male,5,Accident,37151008,185755,78.8,66+
3197,Andhra Pradesh,2002,Male,7.07,Resp,46268820,327101,69.9,0-18
3198,Kerala,2013,Female,5,Diabetes,40870947,204354,80,0-18
3199,Karnataka,2009,Female,5.6,Resp,64010506,358199,74.6,51-65
3200,Andhra Pradesh,2008,Female,5.74,Stroke,50293997,288855,73,19-35
3201,West Bengal,2001,Female,7.91,Stroke,91440000,723653,67.6,19-35
3202,Karnataka,2013,Female,5,Cardio,68475478,342377,75.7,51-65
3203,Kerala,2011,Male,5,Stroke,39907422,199537,80,66+
3204,Bihar,2002,Male,10.75,Cancer,83558720,898402,63.6,0-18
3205,Gujarat,2006,Male,7.21,Diabetes,78831369,568537,69.6,36-50
3206,Tamil Nadu,2008,Female,5,Infect,67589555,337947,76.9,36-50
3207,Uttar Pradesh,2012,Male,7.72,Cardio,201733323,1557055,66.9,51-65
3208,Rajasthan,2000,Female,8.73,Cancer,65000000,567126,65.3,19-35
3209,Uttar Pradesh,2008,Female,7.92,Infect,182760434,1447903,67.1,0-18
3210,Tamil Nadu,2004,Female,5.31,Accident,63681813,338454,74.3,36-50
3211,Rajasthan,2010,Female,5.97,Cardio,78461245,468043,67.8,19-35
3212,Tamil Nadu,2010,Female,5,Cardio,69632449,348162,75.8,66+
3213,Rajasthan,2005,Female,7.35,Resp,71414150,524930,68.9,19-35
3214,Rajasthan,2015,Female,5,Cancer,86203741,431018,70.3,0-18
3215,Tamil Nadu,2015,Male,5,Infect,75013923,375069,77.9,0-18
3216,Maharashtra,2010,Female,5,Cardio,59765118,298825,74.5,36-50
3217,West Bengal,2013,Male,5.09,Cardio,110626892,563625,69.9,19-35
3218,Karnataka,2011,Female,5,Diabetes,66205363,331026,74.9,51-65
3219,Andhra Pradesh,2015,Male,5,Cancer,55434717,277173,73.6,19-35
3220,Tamil Nadu,2005,Female,5.32,Cardio,64637040,343981,74.6,51-65
3221,Rajasthan,2004,Female,7.89,Accident,70082581,553301,68.5,19-35
3222,West Bengal,2010,Female,6.29,Resp,105482299,664009,70.4,19-35
3223,Andhra Pradesh,2004,Male,5.76,Cardio,47573415,274244,69.6,36-50
3224,Tamil Nadu,2009,Male,5,Infect,68603398,343016,75.9,51-65
3225,Uttar Pradesh,2003,Male,9.31,Stroke,161533593,1504164,64.9,36-50
3226,Tamil Nadu,2002,Male,5.99,Accident,61813499,370141,76.1,19-35
3227,Kerala,2015,Female,5,Resp,41857735,209288,80,36-50
3228,Tamil Nadu,2015,Male,5,Cardio,75013923,375069,78,51-65
3229,Tamil Nadu,2000,Female,7.17,Cardio,60000000,430283,73.7,0-18
3230,Bihar,2006,Female,10.12,Cardio,91158120,922304,63.1,51-65
3231,Tamil Nadu,2005,Female,5.62,Infect,64637040,363142,75.2,0-18
3232,Gujarat,2011,Female,6.58,Accident,87036201,572884,72,0-18
3233,Maharashtra,2008,Male,5.36,Accident,57670302,309150,69.6,19-35
3234,Bihar,2000,Male,11.59,Infect,80000000,926984,60.8,0-18
3235,Andhra Pradesh,2013,Male,5,Accident,53914543,269572,73.6,36-50
3236,Andhra Pradesh,2001,Female,6.9,Accident,45630000,314767,70.8,66+
3237,Andhra Pradesh,2014,Male,5,Accident,54669346,273346,74.2,51-65
3238,Uttar Pradesh,2003,Male,8.78,Cardio,161533593,1417771,64,0-18
3239,West Bengal,2001,Female,7.32,Cardio,91440000,669613,67.5,51-65
3240,Maharashtra,2007,Female,5.37,Infect,56650591,304296,73.8,36-50
3241,Uttar Pradesh,2001,Male,9.6,Cancer,153750000,1475427,63.5,19-35
3242,Kerala,2008,Female,5,Cardio,38504558,192522,78.8,0-18
3243,Bihar,2011,Female,8.95,Accident,101636532,909697,63.7,19-35
3244,Tamil Nadu,2000,Male,6.52,Accident,60000000,390990,73.8,0-18
3245,Andhra Pradesh,2003,Male,7.41,Cancer,46916583,347652,70.9,36-50
3246,Bihar,2001,Female,11.1,Accident,81760000,907510,62.2,19-35
3247,Maharashtra,2012,Male,5,Infect,61936026,309680,74.2,36-50
3248,Uttar Pradesh,2009,Female,7.52,Infect,187329445,1408664,65.5,0-18
3249,Gujarat,2015,Female,5.2,Cardio,94210783,490358,71.4,51-65
3250,Uttar Pradesh,2010,Female,7.73,Infect,192012681,1484474,68,51-65
3251,Uttar Pradesh,2005,Male,8.37,Accident,169711231,1419845,66,51-65
3252,Tamil Nadu,2004,Female,5.62,Resp,63681813,357616,71.8,19-35
3253,Andhra Pradesh,2011,Female,5.27,Infect,52436056,276222,73.1,51-65
3254,Karnataka,2004,Male,5.69,Cardio,58836455,334953,72.5,51-65
3255,Andhra Pradesh,2009,Male,5.16,Accident,50998113,263363,72,51-65
3256,Gujarat,2008,Female,6.86,Infect,82016156,562798,71.9,0-18
3257,Andhra Pradesh,2003,Female,6.34,Accident,46916583,297219,71.2,51-65
3258,Maharashtra,2008,Male,5.48,Accident,57670302,316016,72.2,66+
3259,Andhra Pradesh,2002,Male,6.65,Accident,46268820,307489,71.6,51-65
3260,Tamil Nadu,2009,Male,5,Infect,68603398,343016,77.2,51-65
3261,Tamil Nadu,2000,Female,5.79,Cardio,60000000,347659,73.4,19-35
3262,West Bengal,2001,Male,6.73,Cardio,91440000,615669,67.6,36-50
3263,Karnataka,2003,Female,6.15,Cardio,57852955,355737,71,36-50
3264,Tamil Nadu,2005,Female,5.03,Stroke,64637040,324814,77,66+
3265,Gujarat,2013,Male,5.19,Accident,90552464,469778,70.9,19-35
3266,Karnataka,2007,Male,6.35,Cancer,61888414,393110,70.6,51-65
3267,Gujarat,2006,Female,6.24,Stroke,78831369,491743,68.7,66+
3268,Rajasthan,2006,Female,7.08,Cancer,72771019,514986,68.8,36-50
3269,Rajasthan,2004,Female,8.42,Infect,70082581,590129,64.7,36-50
3270,Kerala,2011,Male,5,Accident,39907422,199537,80,66+
3271,Tamil Nadu,2015,Female,5,Infect,75013923,375069,78.7,19-35
3272,Gujarat,2013,Male,5,Resp,90552464,452762,71.3,36-50
3273,Maharashtra,2012,Male,5.25,Cancer,61936026,324916,73.7,0-18
3274,Uttar Pradesh,2003,Male,8,Cardio,161533593,1293064,66.2,36-50
3275,Tamil Nadu,2009,Male,5,Accident,68603398,343016,78,19-35
3276,Bihar,2006,Male,9.15,Infect,91158120,834281,64.1,0-18
3277,West Bengal,2000,Female,7.91,Infect,90000000,712193,66,0-18
3278,Kerala,2014,Female,5,Accident,41361398,206806,80,0-18
3279,Bihar,2010,Female,8.43,Resp,99448662,837991,64.5,51-65
3280,Andhra Pradesh,2003,Male,7.22,Accident,46916583,338823,69.9,66+
3281,Uttar Pradesh,2006,Female,8.75,Cancer,173954012,1521237,66.4,0-18
3282,Maharashtra,2015,Male,5,Cancer,65341135,326705,74.4,36-50
3283,Tamil Nadu,2013,Male,5,Accident,72813146,364065,77.5,19-35
3284,Tamil Nadu,2011,Female,5.49,Cardio,70676936,388086,77.5,36-50
3285,Uttar Pradesh,2015,Male,6.55,Cardio,217244724,1422971,68.1,19-35
3286,Uttar Pradesh,2014,Male,6.09,Accident,211946073,1291016,66.9,19-35
3287,Andhra Pradesh,2001,Male,7.02,Accident,45630000,320532,71,19-35
